Identifiant;Joueurs;Argent;Pari;Victoire;Defaite;Gains;Moderateur
2124413;133;340,44;9,1;141,13008;1;414,84998;0
2124414;145;482,24;1,35;63,539993;130,93002;498,88;0
2124415;135;323,42993;6,02;175,70004;0,25;345,98996;0
2124416;146;290,11002;2,22;84,05999;28,179996;409,81992;0
2124417;138;303,39993;11;106,42001;0;216,67998;0
2124418;140;268,94;1,42;31,780003;84,040016;8,68;0
2124419;128;303,59982;1,02;0,14000016;295,0598;304,92017;0
2124420;127;282,17007;1,62;51,670002;28,920002;528,32996;0
2124421;140;389,03015;5,15;139,55002;0,25;0;0
2124422;143;387,81006;1;0;387,81006;49,800003;0
2124423;123;316,42004;1,09;1,7799997;268,4;704,74994;0
2124424;149;497,83997;4,75;207,40999;0,5;496,4399;0
2124425;172;390,07996;2,73;120,020004;13,66;76,67999;0
2124426;138;505,21988;1,18;6,839999;435,37997;403,5299;0
2124427;126;282,37012;3,5;125,93;4,7700005;528,8802;0
2124428;135;395,31995;2,15;142,33005;8,77;508,02985;0
2124429;144;390,86;11,06;117,41997;0,25;329,83994;0
2124430;142;306,81985;1,97;66,21998;43,2;59,249985;0
2124431;136;346,77002;1,11;3,4299998;290,94998;21,06;0
2124432;126;284,70993;1,05;0,6500001;264,29993;950,44995;0
2124433;188;691,4898;4,47;262,34998;3,3899999;226,89001;0
2124434;161;326,02002;1,27;31,810001;130,94;471,22998;0
2124435;153;324,78973;4,04;149,37001;2,93;316,46985;0
2124436;158;309,22003;1,62;55,78997;48,540005;48,369995;0
2124437;139;362,81;1,1;2,7699995;317,21;352,1699;0
2124438;150;378,06995;1,43;62,93;88,83003;335,43988;0
2124439;150;304,43988;2,01;83,06997;52,070004;470,94986;0
2124440;149;343,08;2,83;136,59009;8,72;500,78992;0
2124441;143;359,77994;4,68;141,76004;0,75;125,32001;0
2124442;134;403,48007;1,16;10,990002;289,15002;0;0
2124443;129;236,24994;1;0;236,24994;65,57;0
2124444;176;607,42993;1,12;3,9599998;545,82;1021,3898;0
2124445;153;877,9602;2,81;215,95003;72,52;829,9595;0
2124446;148;566,42004;11,09;263,53995;0;352,24;0
2124447;150;316,7698;2,5;82,51001;47,040005;579,9602;0
2124448;148;400,0101;5,04;183,00005;3,05;372,41995;0
2124449;147;365,69995;1,7;69,49002;62,77;187,57996;0
2124450;132;284,38995;1,3;24,219997;121,03003;400,14005;0
2124451;125;256,04996;4,54;144,59;0,5;357,3199;0
2124452;138;272,8499;2,98;94,48997;10,02;335,93997;0
2124453;127;235,82991;3,31;104,70998;4,6;257,46994;0
2124454;120;246,31006;1,86;48,540012;37,38;281,4;0
2124455;119;235,15999;2,06;62,42998;16,190002;123,63;0
2124456;126;235,85997;1,19;12,080002;124,30999;53,730003;0
2124457;120;251,81998;1,11;3,9;201,98997;1007,2698;0
2124458;179;744,4499;8;264,32016;1,5;414,35004;0
2124459;148;324,5499;2,95;105,400024;15,600001;324,78;0
2124460;148;342,55984;1,72;59,04;76,82001;396,98996;0
2124461;145;311,74976;2,7;98,89002;13,649999;531,3;0
2124462;156;372,95;49,9;158,34996;0;393,97992;0
2124463;140;257,25995;14,87;138,20996;1,49;381,97012;0
2124464;139;282,31992;4;103,88997;4,2400002;336,46002;0
2124465;126;223,27998;19,59;113,18001;0;105,540016;0
2124466;137;283,8899;1,19;10,090003;188,44;324,69995;0
2124467;112;234,11993;13,45;91,33002;0,75;237,27995;0
2124468;139;250,64993;1,92;50,75999;64,130005;426,93997;0
2124469;126;282,85004;14,47;144,09001;0;361,34015;0
2124470;138;282,00995;3,42;89,73003;10,4;286,87015;0
2124471;146;273,0201;1,76;63,29;49,44;68,52001;0
2124472;138;247,54993;1,14;4,3200006;183,34995;241,45996;0
2124473;133;251,93007;1,69;46,099995;56,57;365,61002;0
2124474;134;266,38992;4,43;101,78997;2,57;114,75;0
2124475;149;380,21994;1,13;3,4399998;268,91;119,48999;0
2124476;129;263,13;1,19;9,030001;152,67;646,7103;0
2124477;156;614,34015;1,7;114,069984;81,7;482,19995;0
2124478;158;497,12973;1,64;74,16995;89,10001;477,48996;0
2124479;144;369,06998;2,19;126,68996;18,269999;615,50995;0
2124480;149;392,14008;16,2;223,36993;0;231,39998;0
2124481;160;281,54987;1,51;42,919994;93,07;420,58;0
2124482;144;337,9498;2,83;91,04;8,41;471,0001;0
2124483;136;340,5501;19,15;130,44997;0;514,66003;0
2124484;145;295,4799;15,03;219,42992;0,25;449,57996;0
2124485;137;269,21997;11,04;180,62997;0,27;366,88007;0
2124486;142;264,87003;3,45;113,060005;11,049999;11,349999;0
2124487;128;287,33987;1,02;0,13999999;276,12994;344,41;0
2124488;113;259,31;5,58;89,83999;4,7400002;450,19006;0
2124489;137;320,65005;3,88;134,17004;4,63;356,50995;0
2124490;147;278,22995;2,43;91,37996;13,099999;5,69;0
2124491;155;363,64996;1,01;0,059999704;358,01996;160,23;0
2124492;131;262,55997;1,25;18,180004;120,51001;486,83994;0
2124493;153;339,49997;10,8;147,34003;0;10,809999;0
2124494;157;373,39996;1,02;0,18000007;362,76996;337,07004;0
2124495;149;263,03995;2,39;94,61001;20,58;20,679998;0
2124496;155;303,11002;1,07;0,5999995;283,03003;0;0
2124497;150;304,66;1;0;304,66;752,98975;0
2124498;174;618,0799;2,04;165,33997;30,43;338,06;0
2124499;146;411,1199;1,34;46,93;119,99003;643,63983;0
2124500;172;473,25998;3,7;178,23006;7,8500004;170,20003;0
2124501;159;389,47;1,27;21,489996;240,75998;489,13998;0
2124502;149;314,97998;10,78;174,16;0;514,9601;0
2124503;159;361,43997;3,01;159,95998;6,44;459,23;0
2124504;134;339,88995;4,06;121,86002;2,52;396,55994;0
2124505;137;274,86996;5,66;130,05002;8,36;615,66986;0
2124506;144;452,5899;5,19;165,43999;2,3600001;346,35986;0
2124507;141;259,09998;7,12;87,75999;0,5;556,6501;0
2124508;153;282,41;20,41;274,23996;0;243,89998;0
2124509;131;227,78003;2,03;64,70001;48,580006;0;0
2124510;124;253,29996;1;0;253,29996;294,31003;0
2124511;117;257,97;2,19;66,210014;29,869999;147,53001;0
2124512;136;249,20999;1,25;13,409997;115,09003;378,4001;0
2124513;141;269,53998;156,22;108,859955;0;225,96999;0
2124514;161;307,5;1,49;30,360006;111,88999;279,74;0
2124515;139;295,20996;1,55;46,479977;61,95;197,30997;0
2124516;146;290,58002;1,44;26,420013;119,689995;396,91998;0
2124517;135;270,00003;9,14;127,66998;0,75;482,09006;0
2124518;138;317,38998;9,62;169,6;4,9;69,26001;0
2124519;145;307,86987;1,09;3,0299997;241,63992;311,4599;0
2124520;119;209,43001;12,4;102,27999;0,25;17,530003;0
2124521;143;353,48996;1,05;0,56999993;336,52994;114,909996;0
2124522;142;248,52002;1,26;13,410004;147,02;170,23994;0
2124523;152;367,6799;1,25;20,769989;218,20999;659,9602;0
2124524;152;446,98;6,51;214,01996;1,04;456,41;0
2124525;148;332,98996;2,55;146,43;23,009998;179,04999;0
2124526;143;287,18005;1,37;25,609997;133,73994;409,72998;0
2124527;127;326,88998;2,35;89,84003;7;322,26993;0
2124528;126;225,49994;6,34;96,77;0;210,78996;0
2124529;132;252,18996;1,76;40,419987;81,82001;386,5299;0
2124530;107;252,98001;3,57;134,61005;1,06;271,4699;0
2124531;141;311,51013;1,89;43,47;83,509995;286,02;0
2124532;118;230,10999;2,9;66,65001;10,74;172,22997;0
2124533;123;280,07007;1,31;21,680004;129,51999;444,87;0
2124534;130;274;36,49;170,86996;0;132,31;0
2124535;129;219,70003;1,3;14,909998;102,30001;284,38;0
2124536;113;205,73001;2,2;83,600006;4,95;170,65997;0
2124537;124;259,27;1,21;14,750001;103,360016;281,56982;0
2124538;134;229,90994;2,64;66,10002;14,44;324,46;0
2124539;117;235,61996;3,01;104,95996;16,12;350,77994;0
2124540;132;260,36996;2,58;106,87001;16,46;326,44;0
2124541;112;246,84;2,86;94,149994;14,550001;132,26;0
2124542;137;287,72006;1,22;14,399999;169,85997;259,48004;0
2124543;114;249,83997;1,93;52,499992;42,86;168,65999;0
2124544;118;208,15997;1,42;19,609999;59,110004;189,83;0
2124545;120;241,72989;1,35;24,070004;75,97;219,26999;0
2124546;119;278,6901;1,31;28,03;87,44999;308,8699;0
2124547;121;291,49994;1,83;61,429996;44,060005;425,0199;0
2124548;123;308,4699;5,42;123,48999;6,9399996;166,72;0
2124549;120;247,20999;1,22;17,550005;98,03999;273,0299;0
2124550;117;219,00006;2,59;76,08998;22,060001;491,9298;0
2124551;127;279,5301;27,9;212,40002;0;158,70001;0
2124552;122;265,4699;1,25;16,03;122,79999;87,499985;0
2124553;106;196,49994;1,18;7,7599998;116,75997;365,14987;0
2124554;115;271,41995;2,92;114,00998;20,279999;332,24;0
2124555;126;309,79004;2,19;82,21997;59,769997;244,21;0
2124556;127;336,35;1,96;47,679985;139,81999;361,67993;0
2124557;132;263,43;3,13;102,51998;4,27;183,39;0
2124558;125;259,02994;1,44;26,160002;101,8;372,2501;0
2124559;122;261,37003;180,07;110,88;0;222,55002;0
2124560;118;241,10004;1,64;37,659996;56,209995;4,67;0
2124561;117;211,93001;1,03;0,089999914;207,35002;224,33997;0
2124562;118;232,07002;1,49;39,70999;47,44;290,24002;0
2124563;137;310,55;1,54;51,330013;71,64001;425,0299;0
2124564;138;294,21985;13,61;131,05998;0,25;254,52995;0
2124565;135;289,0499;1,7;41,569992;76,09;232,30995;0
2124566;275;356,47028;1,32;28,07001;152,22997;530,1399;0
2124567;251;425,69006;2,71;123,49002;19,04;443,6397;0
2124568;240;347,24997;2,3;114,95001;18,560001;571,64044;0
2124569;221;368,78986;6,45;204,48007;1,63;186,94;0
2124570;207;271,59006;1,32;24,909985;109,55999;5,7;0
2124571;173;305,38986;1,02;0,09000009;299,77988;525,44995;0
2124572;155;308,37988;305,65;217,31999;0,25;481,89966;0
2124573;219;336,17996;6,09;159,47998;13,76;517,63007;0
2124574;221;348,21005;4,61;171,19995;1,78;436,8999;0
2124575;226;385,2199;2,44;106,24001;54,56;273,4899;0
2124576;179;345,53;1,55;51,070004;123,110016;325,05002;0
2124577;148;282,0399;2,27;71,75001;28,739996;88,85;0
2124578;173;378,7399;1,14;6,8500004;296,73996;473,73984;0
2124579;153;365,90994;2,83;137,29007;29,460001;632,7004;0
2124580;194;423,1999;3,52;214,44002;4,94;540,54004;0
2124581;194;386,1899;2,85;162,28006;7,9300003;332,2499;0
2124582;193;334,06992;1,56;59,589996;61,410015;400,43982;0
2124583;161;314,04996;2,53;104,849976;18,460001;146,12;0
2124584;173;385,38995;1,17;10,270002;249,54007;149,97005;0
2124585;147;282,94;1,29;19,269999;152,24004;485,61002;0
2124586;164;425,4401;2,18;119,62998;59,460003;686,3404;0
2124587;190;503,34998;3,41;198,97011;15,98;520,56;0
2124588;183;393,80988;2,11;151,72998;24,979998;0;0
2124589;167;329,8499;1;0;329,8499;0;0
2124590;133;251,59003;1;0;251,59003;522,83;0
2124591;204;617,8801;1,63;92,25998;187,30992;721,39996;0
2124592;195;499,14987;3,97;230,32997;8,08;588,5502;0
2124593;204;411,69998;7,33;177,50014;0,65;550,57983;0
2124594;179;363,36008;173,41;187,46996;0,25;453,74;0
2124595;208;303,57993;5,5;167,72005;17,560001;348,42004;0
2124596;181;348,07007;1,7;69,360016;69,01;231,64005;0
2124597;152;286,16995;1,47;40,309998;94,83999;318,13998;0
2124598;152;303,75992;1,83;61,929993;47,549995;247,45003;0
2124599;133;303,82993;1,49;36,16;92,54001;516,75995;0
2124600;136;402,25998;3,13;116,019936;1,52;524,3001;0
2124601;141;383,14;3,16;158,51009;17,35;387,3299;0
2124602;159;288,40988;4,77;109,61999;10,7;407,1499;0
2124603;161;274,11996;9,19;138,23996;5,21;269,45004;0
2124604;152;329,31992;1,72;56,15999;116,029976;375,16998;0
2124605;139;257,66998;7,74;118,31998;0,82;384,21008;0
2124606;147;330,42993;2,14;86,42004;32,64;239,02003;0
2124607;138;237,81004;1,99;45,869995;44,659996;81,13;0
2124608;133;310,2701;1,16;6,5900006;235,73001;80,96999;0
2124609;130;294,14987;1,12;4,21;217,39003;579,1904;0
2124610;218;747,9796;1,37;81,54997;250,33998;522,0399;0
2124611;179;402,27988;2,85;140,93004;21,17;659,8602;0
2124612;193;447,9399;4,36;213,9201;2;638,34015;0
2124613;184;534,2101;2,54;133,11996;28,989996;68,09002;0
2124614;164;313,24008;1,1;3,419999;248,57;287,9199;0
2124615;154;371,60004;1,34;38,519985;122,19999;113,430016;0
2124616;167;295,39996;1,19;9,910002;191,87993;583,17993;0
2124617;154;385,42996;9,86;198,25;0,5;458,80997;0
2124618;190;404,34982;2,02;96,83002;42,370003;506,2198;0
2124619;167;375,79987;5,7;136,18001;5,76;529,62;0
2124620;177;391,9199;2,1;163,78;26,08;65,28001;0
2124621;161;319,23996;1,08;2,6100008;256,57;26,520002;0
2124622;136;307,7099;1,06;0,91000026;282,09995;832,5101;0
2124623;192;615,1802;8,25;219,09006;1,76;294,55005;0
2124624;189;359,66983;1,62;55,810005;120,93;708,1101;0
2124625;183;565,6902;3,48;170,05;27,63;203,49002;0
2124626;184;409,50983;1,28;25,599987;231,62003;492,45978;0
2124627;151;384,68988;3,54;113,020004;5,25;510,40005;0
2124628;148;341,28995;4,59;172,27;3,1599998;411,85995;0
2124629;144;312,46;4,62;111,2;11,800001;409,8399;0
2124630;148;273,46988;621,14;136,62;0,25;482,6399;0
2124631;152;327,36984;6,52;157,9;2,63;48,17;0
2124632;131;296,03998;1,09;2,1800003;250,04999;609,95984;0
2124633;119;464,18005;26,39;146,07999;0,3;325,8399;0
2124634;146;287,73996;2,04;70,87999;32,780003;107,80001;0
2124635;137;335,68;1,15;7,8599997;235,74;215,97;0
2124636;127;247,48997;1,55;40,850002;72,369995;297,96985;0
2124637;140;313,63004;1,71;61,589996;77,250015;394,88983;0
2124638;142;374,73996;1,71;72,43997;52,29001;312,81992;0
2124639;145;351,05994;1,39;48,000008;86,23998;482,07986;0
2124640;141;336,0898;2,81;153,06;7,07;281,01987;0
2124641;148;320,25992;1,64;54,83;94,07001;284,65997;0
2124642;120;291,53995;1,94;60,840015;67,72001;662,3002;0
2124643;127;441,45984;2,21;239,17001;18,33;307,41992;0
2124644;132;323,5999;1,71;59,41999;75,60001;229,99004;0
2124645;114;267,86002;1,76;42,92998;80,799995;241,11003;0
2124646;129;303,74005;1,48;29,410002;92,03999;301,81006;0
2124647;117;236,92998;4,03;69,13002;4,25;406,33002;0
2124648;124;246,11995;6,58;160,20998;0;556,68994;0
2124649;129;345,45996;26,1;211,23;0;391,93997;0
2124650;125;269,6899;2,85;131,50002;9,250001;286,24997;0
2124651;120;266,66998;1,81;62,9;43,32;26,29;0
2124652;129;263,83994;1,04;0,6899996;238,24004;54,79;0
2124653;118;281,7;1,06;1,1500001;228,06001;793,9501;0
2124654;172;601,1802;12,56;193,02007;0,25;760,0402;0
2124655;163;506,3898;66,23;253,65004;0;175,07;0
2124656;166;348,11;1,28;20,700003;193,74;533,02997;0
2124657;150;369,35992;5,69;165,31003;1,6400001;25,389997;0
2124658;154;325,3597;1,07;1,0000005;300,9698;451,38983;0
2124659;143;324,84988;2,29;135,23;8,690001;291,8;0
2124660;144;345,79993;1,76;59,43;113,43;274,22992;0
2124661;164;439,36993;1,29;37,86001;203,00003;593,3;0
2124662;146;472,54974;2,19;137,69997;16,949999;42,010006;0
2124663;132;347,32007;1,06;1,3800004;306,69006;6,99;0
2124664;112;219,28;1,04;0,19999993;212,49;392,70987;0
2124665;183;622,76996;1,24;56,760017;286,8199;544,9101;0
2124666;152;630,3902;1,55;93,43001;178,91002;0;0
2124667;148;414,20007;1;0;414,20007;4,34;0
2124668;129;687,7301;1,02;0,05000031;683,4401;485,18997;0
2124669;141;510,16998;1,62;93,57998;118,560005;106,93003;0
2124670;155;660,03046;1,15;7,5699983;560,67017;576,0698;0
2124671;139;339,0799;14,75;236,98996;0;346,47998;0
2124672;148;443,5299;1,77;66,01997;163,06999;873,6299;0
2124673;152;642,2999;2,16;255,43;24,100002;648,7803;0
2124674;144;411,99;11,72;236,79;0;159,00002;0
2124675;141;468,60986;1,26;18,090006;327,70004;210,50995;0
2124676;133;368,51996;1,25;28,200006;186,21002;199,68999;0
2124677;139;492,06995;1,25;24,7;317,08;488,06964;0
2124678;130;350,9;6,69;137,42001;0,25;345,12003;0
2124679;140;311,47992;1,94;78,81003;45,170002;339,0399;0
2124680;130;309,38998;2,13;62,080006;32,43;295,2;0
2124681;120;246,34998;2,15;68,950005;20,1;265,15;0
2124682;119;263,92993;1,95;57,409996;56,190002;325,94992;0
2124683;122;268,78006;2,45;66,37999;9,210001;269,59982;0
2124684;110;228,04;1,92;62,769997;21,21;51,85001;0
2124685;104;219,93996;1,11;3,109998;171,20001;293,19;0
2124686;117;262,3299;1,97;60,060013;29,199999;208,29999;0
2124687;122;320,81995;1,44;35,33;147,85;549,3598;0
2124688;130;422,75992;2,95;148,13;21,53;311,16006;0
2124689;129;324,33;1,47;48,820007;61,99;396,39987;0
2124690;115;312,23996;3,17;97,029976;12,87;369,97998;0
2124691;123;304,58008;2,4;83,88001;18,480001;362,23016;0
2124692;119;284,78992;4,42;85,35998;7,9199996;352,34003;0
2124693;115;257,83994;7,09;95,869995;1,37;270,79;0
2124694;116;287,76993;1,48;35,639996;52,619995;270,3799;0
2124695;109;229,60999;1,93;56,569996;15,800001;376,10986;0
2124696;102;280,60995;4,81;96,24998;0,75;233,45006;0
2124697;105;242,12999;1,62;47,709988;56,390003;225,24;0
2124698;101;253,10999;1,3;30,649998;58,520004;2,25;0
2124699;109;237,66995;1,02;0,05000013;235,46996;0,67;0
2124700;104;272,8501;1,02;0,00999999;272,1901;593,17017;0
2124701;141;427,5799;3,51;167,08997;1,5;85,61999;0
2124702;133;287,85004;1,16;5,800003;208,02997;444,5801;0
2124703;119;323,19986;5,05;121,38003;0;362,20987;0
2124704;115;274,54996;4,56;88,61001;0,95;570,73;0
2124705;143;456,27002;2,1;128,1;13,639999;438,93;0
2124706;130;328,0799;2,97;111,60002;0,75;407,13986;0
2124707;129;299,08997;7,5;108,90996;0,86;0;0
2124708;116;298,5001;1;0;298,5001;373,0799;0
2124709;119;266,34006;7,38;111,88;5,1400003;266,21997;0
2124710;118;349,20993;1,48;32,839996;115,83;398,3699;0
2124711;119;294,31006;4,63;104,05997;0;305,84012;0
2124712;116;219,94002;10,84;85,89999;0;399,91998;0
2124713;118;281,24994;3,36;124,65999;5,9900002;282,82993;0
2124714;108;209,73996;3,18;81,61997;8,53;270,99;0
2124715;115;183,53008;6,8;87,45998;0;325,67;0
2124716;107;251,80995;4,29;75,89998;2,04;56,50999;0
2124717;113;179,83002;1,09;2,6899998;126,01002;288,43988;0
2124718;97;214,02;6,92;74,41998;0;354,87003;0
2124719;117;271,6;3,24;89,659996;6,3900003;191,87003;0
2124720;129;282,5599;1,28;20,970005;111,66001;372,62997;0
2124721;107;258,8;15,19;113,83;0;318,8599;0
2124722;124;217,15;4,72;107,359985;5,6500006;295,56;0
2124723;114;229,19;4,03;74,94;8,57;102,39002;0
2124724;97;165,27998;1,24;10,259999;73,15;72,20001;0
2124725;106;235,00995;1,09;3,5899997;166,4;421,36987;0
2124726;107;307,44;5,3;115,929985;2;104,27001;0
2124727;119;247,41997;1,19;7,590001;150,73997;402,5199;0
2124728;113;292,30997;7,21;112,20999;2;184,04001;0
2124729;117;283,51004;1,32;24,430002;123,89999;52,799995;0
2124730;131;316,65988;1,07;2,1100004;265,97006;34,729992;0
2124731;113;246,9599;1,03;0,7800001;213,00989;323,91;0
2124732;138;363,28986;1,5;50,53999;89,91999;448,01007;0
2124733;124;338,47;6,58;111,78999;2,25;430,2101;0
2124734;130;300,69003;4,78;132,56996;3,05;584,57;0
2124735;137;389,59998;32,41;194,96997;0;143,46999;0
2124736;114;250,71;1,23;15,920002;123,159996;276,27997;0
2124737;107;200,74992;4,21;77,78001;2,25;361,99997;0
2124738;121;253,22998;7,94;108,77002;0;85,76001;0
2124739;116;228,37;1,16;7,2800026;149,89001;0;0
2124740;114;275,62;1;0;275,62;490,21;0
2124741;131;433,59003;1,96;101,28996;44,67;493,06003;0
2124742;126;306,72003;4,22;187,34998;1,01;226,45001;0
2124743;124;332,66013;1,36;30,499996;136,70999;631,4203;0
2124744;134;451,08002;3,55;182,75003;2,4099998;527,2098;0
2124745;125;349,31995;7,17;178,14;0,25;339,44998;0
2124746;120;256,22992;3,2;99,33001;16,11;0;0
2124747;127;315,42993;1;0;315,42993;496,94995;0
2124748;111;350,93005;8,6;146,01996;0;78,810005;0
2124749;112;259,96997;1,14;5,840001;187;69,68;0
2124750;116;318,38992;1,1;3,1200006;251,83;464,78992;0
2124751;126;409,46014;2,2;100,560005;45,23;210,62997;0
2124752;119;327,6001;1,41;29,859999;146,82999;408,8499;0
2124753;125;319,50006;2,8;130,75002;41,400005;413,25995;0
2124754;124;329,11002;2,2;105,27;21,12;54,99;0
2124755;113;249,64996;1,14;3,8900006;198,54999;123,09998;0
2124756;114;226,8299;1,31;17,380003;121,11;0;0
2124757;122;273,98;1;0;273,98;267,47995;0
2124758;113;326,15994;1,81;61,82001;120,5;338,12;0
2124759;119;417,04007;1,45;51,270004;130,18999;55,000004;0
2124760;121;411,95007;1,07;2,32;359,27005;259,7301;0
2124761;105;285,53998;1,66;55,82999;81,64;216,66002;0
2124762;109;427,6301;1,21;25,740004;236,71004;470,99008;0
2124763;105;326,06995;29,95;145,92001;1;311,06018;0
2124764;124;353,07996;1,58;55,739975;97,76;379,07004;0
2124765;119;354,81;1,73;76,23999;51,98;261,08008;0
2124766;124;386,43985;1,27;31,72002;157,07999;402,66986;0
2124767;120;335,61993;2,06;89,35998;22,310001;40,669987;0
2124768;109;378,4699;1,06;1,6199994;339,41992;49,95;0
2124769;106;252,05;1,09;1,8300011;203,92998;677,2398;0
2124770;130;500,75995;8,27;177,74002;1,26;211,22998;0
2124771;114;289,5599;1,48;32,3;110,63;314,00995;0
2124772;103;251,69002;2,27;74,47998;12,160001;390,2501;0
2124773;118;299,14;2,93;105,08002;13,970001;325,37012;0
2124774;104;236,04002;4,11;90,62;1,29;215,39993;0
2124775;116;269,34995;1,53;34,97;88,92;312,4101;0
2124776;108;240,62999;2,65;78,30001;6,52;360,6601;0
2124777;103;273,41995;2,33;94,06;6,8199997;319,79993;0
2124778;104;231,9;3,6;98,56998;10,67;290,77997;0
2124779;110;229,96997;3,56;64,32;3,51;141,48;0
2124780;97;181,95003;1,28;18,680002;59,15;225,42996;0
2124781;104;214,64;1,76;43,149998;32,36;97,7;0
2124782;107;221,94003;1,11;7,0900006;131,32996;306,73004;0
2124783;101;265,93997;2,06;58,26998;17,480001;446,7299;0
2124784;104;326,88;4,09;126,79998;6,95;275,18;0
2124785;103;204,02994;4,14;76,97998;5,83;516,7602;0
2124786;111;342,27014;2,68;183,87994;9,389999;0,34;0
2124787;110;230,84998;1,01;0;230,50998;111,89001;0
2124788;95;169,48;1,29;11,090002;68,68;174,86;0
2124789;105;201,09001;1,43;23,42;49,649998;241,65996;0
2124790;107;285,24994;1,27;27,939995;71,53001;297,41998;0
2124791;108;230,95006;72,1;66,47;0;0;0
2124792;124;245,37996;1;0;245,37996;41,73;0
2124793;106;255,77997;1,09;2,2799997;216,32997;617,9702;0
2124794;127;406,71005;5,6;211,76006;0,5;324,20996;0
2124795;114;229,36992;2,73;100,97997;6,14;170,38998;0
2124796;113;280,23004;1,28;18,08;127,92;276,45007;0
2124797;113;210,33;4,54;77,76;11,64;344,7201;0
2124798;119;254,17001;27,77;90,549995;0;485,19;0
2124799;104;302,23984;17,5;183,2;0,25;285,57;0
2124800;109;244,03;2,17;60,03996;18,499998;304,63013;0
2124801;106;226,12999;157,46;78,49996;0;229,68004;0
2124802;90;184,81;2,95;59,78;14,91;272,86005;0
2124803;97;213,84995;2,68;72,48;13,47;200,52002;0
2124804;95;209,09998;1,46;29,109999;37,69;116,990005;0
2124805;98;171,59006;1,31;13,320002;67,92;49,429996;0
2124806;87;160,75998;1,1;3,2200005;114,549995;270,10995;0
2124807;94;221,21004;2,17;58,809994;9,910001;270,88007;0
2124808;96;212,01999;2,86;61,88;3,02;308,1099;0
2124809;103;221,28995;10,32;87,069984;0,25;0;0
2124810;110;249,71997;1;0;249,71997;188,93999;0
2124811;104;236,35;1,41;27,819998;75,229996;296,90005;0
2124812;103;267,4699;2,03;61,539997;32,109997;205,55005;0
2124813;100;228,71997;1,56;33,630005;56,800003;227,57997;0
2124814;118;196,41998;2,05;45,089977;13,93;278,52997;0
2124815;106;212,72998;4,61;66,3;0,5;284,82996;0
2124816;108;207,45999;8,19;78,12;0,75;379,93;0
2124817;109;265,13995;6,69;115,039986;0,25;291,65;0
2124818;106;216,02992;5,02;77,139984;1,52;431,26987;0
2124819;115;313,21988;9,51;118,32001;0,27;273,87003;0
2124820;115;252,62994;2;60,369984;39,130005;262,89996;0
2124821;113;230,24995;2,6;60,07;27,420004;263,19995;0
2124822;99;207,1199;2,33;64,840004;8,76;259,94998;0
2124823;113;209,66998;2,2;59,040012;8,76;338,36002;0
2124824;107;251,58997;3,72;88,05999;1,29;121,52998;0
2124825;113;232,91002;1,3;13,780004;125,16001;255,20999;0
2124826;98;195,46005;2,54;75,30001;15,550001;150,03003;0
2124827;102;207,78004;1,39;22,310009;80,060005;38,56;0
2124828;105;234,34995;1,09;1,55;197,33998;249,41998;0
2124829;95;179,38995;6,87;70,27998;0,25;280,02005;0
2124830;110;305,79007;1,34;38,14001;63,91;260,77;0
2124831;107;254,21005;1,5;49,319996;42,759995;0;0
2124832;101;247,87;1;0;247,87;112,81999;0
2124833;100;236,29999;1,18;8,700002;132,17998;788,94006;0
2124834;122;524,9501;2,3;279,83;15,84;106,22999;0
2124835;111;210,09;1,29;13,339999;117,20001;328,96994;0
2124836;110;240,24;28,69;88,72997;0;288,92004;0
2124837;106;216,49995;2,9;74,62998;2,21;214,49995;0
2124838;98;225,02003;1,46;30,519997;41,039997;333,05994;0
2124839;104;221,2799;6,96;112,02998;0,25;270,96997;0
2124840;106;187,81007;12,34;83,15999;0;238,26003;0
2124841;96;214,88005;1,75;46,289993;22,91;73,74;0
2124842;97;184,39998;1,16;4,61;115,26999;263,10004;0
2124843;95;210,14001;2,32;57,439995;4,48;194,16002;0
2124844;101;246,03008;1,44;26,409998;78,27999;282,14008;0
2124845;105;277,91;1,89;62,270008;58,04;68,810005;0
2124846;100;252,71002;1,12;4,37;188,27002;27,11;0
2124847;93;183,3301;1,06;0,8500001;157,07004;733,14014;0
2124848;130;580,0695;3,7;154,92007;1,85;300,24005;0
2124849;112;337,45993;1,38;43,89;81,11;113,34999;0
2124850;106;263,4999;1,2;10,570001;160,72002;274,42;0
2124851;98;219,34003;3,02;60,489998;5,41;282,63995;0
2124852;101;244,05998;1,96;56,999985;18,42;238,22002;0
2124853;111;250,40001;1,68;41,89999;54,07999;215,72998;0
2124854;102;191,24995;2,03;35,989986;11,51;328,71997;0
2124855;102;276,28992;2,01;62,72001;10,29;316,26;0
2124856;111;247,22002;2,9;86,51002;17,470001;339,32007;0
2124857;108;227,59999;12,5;111,719986;0;273,21994;0
2124858;103;193,30003;4,58;80,41999;0,5;237,27998;0
2124859;102;235,87;1,88;34,930008;33,519997;256,94998;0
2124860;96;226,44006;1,83;41,649994;11,14;289,53998;0
2124861;102;215,16994;4,63;74,61997;0,25;258,11002;0
2124862;108;220,74998;2,25;52,369995;15,01;257,21994;0
2124863;99;180,44998;4,82;77,01999;0,25;161,67003;0
2124864;112;294,33997;1,23;17,08;149,74998;284,40997;0
2124865;96;202,72998;4,17;83,66999;1,99;267,17014;0
2124866;97;196,26001;23,41;70,909996;0;200,34001;0
